Gaia DR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc 
Gaia DR3 5588509641954924032,114.9751054,-34.6202796,16.125,2.288,0.678,4.0310,31.4852,17.93,nan,nan,2.531,M2.2,nan,nan,3.151,nan,None
Gaia DR3 5604650197769162880,107.0933953,-30.5608135,11.627,0.875,4.590,4.2507,31.4889,20.24,22.40,15.21,2.548,G6.5,nan,nan,5.022,nan,Gaia DR3
Gaia DR3 5606125360120193536,108.6373099,-29.6562065,18.483,3.184,1.291,4.4605,31.4996,20.05,nan,nan,2.569,M4.6,nan,nan,0.994,nan,None
Gaia DR3 5591308758035347968,111.9781820,-35.0035723,19.975,2.597,4.889,1.8413,31.5451,18.54,nan,nan,2.857,M3.3,nan,nan,1.083,nan,None
Gaia DR3 5565229579172188032,108.9125673,-37.9209951,17.466,2.920,1.496,4.1262,31.5495,18.66,nan,nan,2.537,M3.9,nan,nan,1.179,nan,None
Gaia DR3 5588349452552025728,113.7542866,-34.8911828,17.991,3.355,1.926,3.1113,31.5776,18.17,nan,nan,2.819,M5.0,nan,nan,1.038,nan,None
Gaia DR3 5604562202479472640,106.1929738,-31.0891650,17.876,3.127,3.892,4.3900,31.5864,20.34,nan,nan,2.560,M4.4,nan,nan,1.175,nan,None
Gaia DR3 5598257740240874368,114.5915999,-31.9686663,19.754,3.080,1.959,4.1925,31.6091,18.40,nan,nan,2.542,M4.3,nan,nan,1.131,nan,None
Gaia DR3 5589439382112417664,110.1270636,-36.4012582,16.539,2.720,3.724,2.4792,31.6172,18.70,nan,nan,2.463,M3.5,nan,nan,1.164,nan,None
Gaia DR3 5566222403815707776,106.3395218,-37.2143822,16.175,2.236,2.019,4.5321,31.6289,19.27,nan,nan,2.576,M1.9,nan,nan,0.973,nan,None
Gaia DR3 5586173798218623616,112.3703785,-38.2724355,13.057,0.986,0.747,4.6989,31.6765,17.90,16.59,2.36,2.689,K0.2,nan,nan,0.934,nan,Gaia DR3
Gaia DR3 5589194049283243008,110.2160976,-37.1194937,18.597,2.953,2.098,3.1974,31.6786,18.55,nan,nan,2.816,M4.0,nan,nan,1.045,nan,None
Gaia DR3 5588624674056052992,115.9015677,-34.3440962,14.956,1.747,1.631,4.7619,31.6810,17.76,-9.90,9.50,2.621,K7.3,nan,nan,2.077,nan,Gaia DR3
Gaia DR3 5586547357293255424,111.7719639,-36.8760687,13.080,0.899,3.855,3.2292,31.6902,18.27,34.97,1.87,2.487,G8.0,nan,nan,1.023,nan,Gaia DR3
Gaia DR3 5588932129298706304,115.3372542,-33.4629056,16.139,2.537,1.783,4.3230,31.6994,18.02,nan,nan,2.552,M3.1,nan,nan,1.059,nan,None
Gaia DR3 5602564389850742400,106.7635792,-34.8823850,12.213,0.746,3.879,2.9702,31.7177,19.62,21.06,3.65,2.477,F9.4,nan,nan,0.849,nan,Gaia DR3
Gaia DR3 5587220941306508672,115.2070610,-36.3719334,18.382,2.550,4.829,4.7908,31.7249,17.61,nan,nan,2.658,M3.2,nan,nan,0.997,nan,None
Gaia DR3 5603785569312527360,106.3773225,-32.9725705,16.056,2.112,4.780,3.3041,31.7303,20.01,nan,nan,2.490,M1.1,nan,nan,1.001,nan,None
Gaia DR3 5578670657851459456,104.9932116,-35.2973940,20.256,2.122,0.815,4.4767,31.7369,19.87,nan,nan,2.727,M1.2,nan,nan,0.973,nan,None
Gaia DR3 5588114848561880448,114.6309249,-35.2264142,17.336,3.112,2.622,3.8969,31.7459,17.92,nan,nan,2.779,M4.4,nan,nan,0.961,nan,None
Gaia DR3 5604190979865934976,106.7015149,-32.4269800,12.925,0.865,4.673,3.2656,31.7588,20.04,16.41,2.75,2.488,G5.7,nan,nan,0.882,nan,Gaia DR3
Gaia DR3 5593157238946366208,113.3382704,-31.2008175,18.560,--,4.752,3.8120,31.7638,18.80,nan,nan,2.514,nan,nan,nan,0.940,nan,None
Gaia DR3 5605735965508090880,110.9889568,-29.6577103,10.141,0.280,2.521,4.3209,31.7662,19.54,16.84,3.69,2.745,A6.5,nan,nan,0.927,nan,Gaia DR3
Gaia DR3 5585569238624589568,114.0164988,-37.5117132,17.187,2.997,3.382,4.7566,31.7874,17.69,nan,nan,2.614,M4.1,nan,nan,3.870,nan,None
Gaia DR3 5588069455045997824,114.4126743,-35.5715371,18.837,3.344,1.692,3.8557,31.8212,17.91,nan,nan,2.782,M5.0,nan,nan,1.049,nan,None
Gaia DR3 5586573058377416192,111.8446429,-36.5344541,15.071,2.024,2.391,2.9483,31.8310,18.32,27.37,7.42,2.476,M0.7,nan,nan,1.481,nan,Gaia DR3
Gaia DR3 5604719810598752128,106.7437137,-30.2228878,17.015,2.622,3.848,4.7022,31.8312,20.36,nan,nan,2.599,M3.3,nan,nan,1.021,nan,None
Gaia DR3 5605351926711519744,111.1863850,-30.6413628,16.079,2.863,0.490,3.3915,31.8396,19.37,nan,nan,2.809,M3.8,nan,nan,1.116,nan,None
Gaia DR3 5590946468957044608,109.1641760,-34.7227764,15.936,2.276,2.851,1.1538,31.8534,19.18,nan,nan,2.871,M2.1,nan,nan,1.012,nan,None
Gaia DR3 5587851511222615424,114.0161793,-36.8780304,18.617,3.217,2.386,4.3077,31.8594,17.79,nan,nan,2.548,M4.7,nan,nan,0.983,nan,None
Gaia DR3 5592633321656130688,110.3896813,-33.2797598,18.098,2.881,0.729,0.6680,31.8669,19.15,nan,nan,2.876,M3.9,nan,nan,1.006,nan,None
Gaia DR3 5579644073535051008,104.8301211,-34.1365532,19.834,2.981,3.556,4.4304,31.8771,20.10,nan,nan,2.735,M4.1,nan,nan,1.063,nan,None
Gaia DR3 5592139439077916928,112.7308507,-32.9787723,12.831,0.928,0.586,2.3353,31.8878,18.69,20.64,2.75,2.848,G8.6,nan,nan,1.051,nan,Gaia DR3
Gaia DR3 5592995237081743360,112.3349341,-31.9772855,18.436,3.218,3.755,2.6611,31.8957,18.92,nan,nan,2.839,M4.7,nan,nan,1.094,nan,None
Gaia DR3 5598299586106428544,114.9257226,-31.4365897,17.447,2.436,3.859,4.7107,31.9408,18.40,nan,nan,2.597,M2.8,nan,nan,1.067,nan,None
Gaia DR3 5587988744017161984,114.6457687,-36.1936151,18.054,3.026,1.123,4.3096,31.9491,17.76,nan,nan,2.749,M4.2,nan,nan,1.095,nan,None
Gaia DR3 5589660104773823232,110.8981408,-36.0237070,19.392,3.168,1.744,2.1843,31.9568,18.60,nan,nan,2.853,M4.5,nan,nan,0.956,nan,None
Gaia DR3 5604719295202688640,106.7441149,-30.2881436,10.798,0.456,3.127,4.6502,31.9593,20.35,21.13,1.77,2.586,F1.4,nan,nan,1.061,nan,Gaia DR3
Gaia DR3 5588001976819569152,114.5332789,-36.0955795,16.802,2.533,0.918,4.1817,31.9650,17.80,nan,nan,2.536,M3.1,nan,nan,1.056,nan,None
Gaia DR3 5586669604944293632,111.9842888,-36.3600990,17.898,3.046,1.608,2.8534,31.9678,18.32,nan,nan,2.833,M4.2,nan,nan,1.014,nan,None
Gaia DR3 5587109860574102144,114.6183487,-36.8866150,13.945,1.269,1.872,4.6820,31.9744,17.66,11.56,3.69,2.591,K3.6,nan,nan,1.062,nan,Gaia DR3
Gaia DR3 5606246581273922048,107.6526492,-29.8004007,18.624,3.026,3.910,4.6431,31.9785,20.24,nan,nan,2.709,M4.2,nan,nan,0.991,nan,None
Gaia DR3 5588564789329936384,115.9193064,-34.6665518,20.357,2.773,3.351,4.8067,32.0095,17.70,nan,nan,2.673,M3.6,nan,nan,1.027,nan,None
Gaia DR3 5603120708376521984,108.1493527,-33.6030379,11.399,0.574,3.545,1.7102,32.0254,19.56,19.92,1.32,2.445,F4.7,nan,nan,1.015,nan,Gaia DR3
Gaia DR3 5604667858670852352,106.5458164,-30.7310656,19.500,2.984,4.580,4.4225,32.0380,20.33,nan,nan,2.556,M4.1,nan,nan,1.070,nan,None
Gaia DR3 5588341240573666048,113.5798800,-35.0609177,19.455,3.090,4.764,3.0318,32.0429,18.18,nan,nan,2.827,M4.3,nan,nan,1.084,nan,None
Gaia DR3 5590367541723504384,109.0190391,-35.1824477,17.051,2.690,3.634,1.5770,32.0595,19.13,nan,nan,2.442,M3.5,nan,nan,1.032,nan,None
Gaia DR3 5586362123942623616,113.5760680,-36.9081224,18.959,3.438,1.541,4.0759,32.1010,17.88,nan,nan,2.771,M5.2,nan,nan,1.017,nan,None
Gaia DR3 5602843871962387584,105.9265427,-34.2288481,16.525,2.143,3.443,3.5283,32.1084,19.88,nan,nan,2.805,M1.3,nan,nan,1.008,nan,None
Gaia DR3 5588629042043762688,115.7943278,-34.2590287,11.552,0.629,2.181,4.6690,32.1118,17.79,18.98,2.13,2.709,F5.7,nan,nan,0.914,nan,Gaia DR3
Gaia DR3 5589871107924318208,110.6022349,-35.6391283,18.911,3.247,0.838,1.7530,32.1151,18.73,nan,nan,2.864,M4.7,nan,nan,0.982,nan,None
Gaia DR3 5603493541595921664,108.3823826,-32.2299939,17.437,3.152,1.469,2.2602,32.1208,19.73,nan,nan,2.853,M4.5,nan,nan,1.029,nan,None
Gaia DR3 5589248307604897152,110.4114457,-36.4482596,16.812,2.571,3.082,2.5336,32.1270,18.63,nan,nan,2.461,M3.2,nan,nan,1.357,nan,None
Gaia DR3 5604271171197719040,106.5616909,-31.8096535,15.509,1.880,4.316,3.6943,32.1306,20.16,nan,nan,2.504,M0.2,nan,nan,1.066,nan,None
Gaia DR3 5591487390021424896,112.9670217,-33.9107843,18.954,3.244,1.448,2.3207,32.1365,18.50,nan,nan,2.851,M4.7,nan,nan,0.973,nan,None
Gaia DR3 5588220122496135680,112.8936252,-35.6035625,17.845,2.981,0.789,2.7983,32.1470,18.25,nan,nan,2.836,M4.1,nan,nan,1.000,nan,None
Gaia DR3 5611496680576440064,112.8058986,-29.6930855,18.341,2.744,4.527,4.7851,32.1519,19.13,nan,nan,2.686,M3.6,nan,nan,1.028,nan,None
Gaia DR3 5605799634104897280,110.7821884,-29.3332280,16.335,1.988,3.683,4.6185,32.2023,19.63,nan,nan,2.719,M0.6,nan,nan,0.994,nan,None
Gaia DR3 5590110840119296896,108.1138097,-36.9389078,17.624,2.643,4.748,3.4505,32.2070,19.00,nan,nan,2.810,M3.4,nan,nan,1.051,nan,None
Gaia DR3 5578304524776090752,105.4728692,-36.5396431,18.218,2.738,1.785,4.6438,32.2202,19.55,nan,nan,2.579,M3.6,nan,nan,1.002,nan,None
Gaia DR3 5605091926568877440,108.7727778,-31.4499282,16.498,2.532,0.495,2.7379,32.2403,19.77,nan,nan,2.839,M3.1,nan,nan,1.081,nan,None
Gaia DR3 5593358861886453504,112.5647138,-30.9243796,10.139,0.249,2.020,3.6153,32.2543,19.02,17.37,3.46,2.802,A7.2,nan,nan,1.156,nan,Gaia DR3
Gaia DR3 5604990354880482816,110.4401715,-31.0595034,18.365,3.071,0.841,2.8718,32.2754,19.47,nan,nan,2.835,M4.3,nan,nan,1.059,nan,None
Gaia DR3 5593039286267248384,112.3214820,-31.6121466,16.738,2.550,0.847,2.9339,32.2850,18.98,nan,nan,2.833,M3.2,nan,nan,0.960,nan,None
Gaia DR3 5588628732806124160,115.7808130,-34.2644752,11.352,0.583,2.314,4.6581,32.2865,17.80,16.78,0.62,2.715,F4.9,nan,nan,0.938,nan,Gaia DR3
Gaia DR3 5607159553881599360,105.1376445,-31.5846578,18.662,3.171,4.778,4.8343,32.2991,20.46,nan,nan,2.614,M4.5,nan,nan,1.006,nan,None
Gaia DR3 5604725784892890240,106.7974416,-30.1908105,17.924,2.621,3.046,4.6999,32.3086,20.35,nan,nan,2.585,M3.3,nan,nan,1.253,nan,None
Gaia DR3 5588374161507199232,113.8687618,-34.7674365,16.848,2.530,0.290,3.1681,32.3235,18.16,nan,nan,2.479,M3.1,nan,nan,1.002,nan,None
Gaia DR3 5604430943981814656,107.3795185,-31.1748433,17.732,3.015,3.169,3.6167,32.3298,20.09,nan,nan,2.498,M4.1,nan,nan,1.013,nan,None
Gaia DR3 5564998402559122560,108.6641540,-38.6023732,18.441,2.894,3.696,4.8348,32.3311,18.58,nan,nan,2.680,M3.9,nan,nan,1.111,nan,None
Gaia DR3 5587871989627952256,113.9869478,-36.5306603,18.437,3.038,0.960,4.0642,32.3393,17.86,nan,nan,2.523,M4.2,nan,nan,1.013,nan,None
Gaia DR3 5588733113394504192,115.2107681,-34.2292339,19.875,2.649,1.157,4.1857,32.3929,17.94,nan,nan,2.767,M3.4,nan,nan,1.114,nan,None
Gaia DR3 5592678264198834048,110.8561503,-32.7243662,19.088,3.517,2.169,1.3279,32.3945,19.14,nan,nan,2.437,M5.3,nan,nan,1.118,nan,None
Gaia DR3 5605660129258127104,110.2222686,-29.9564187,12.202,0.729,0.817,3.9662,32.4012,19.67,21.19,1.47,2.516,F9.2,nan,nan,0.872,nan,Gaia DR3
Gaia DR3 5585929461819308800,110.4196929,-38.6917668,17.258,2.436,3.250,4.7737,32.4175,18.22,nan,nan,2.595,M2.8,nan,nan,0.986,nan,None
Gaia DR3 5589659245779674752,110.7850363,-36.0134585,16.113,1.864,3.117,2.1509,32.4391,18.63,nan,nan,2.450,M0.1,nan,nan,0.945,nan,None
Gaia DR3 5606050249729898752,109.1135998,-30.1194789,11.754,0.786,3.653,3.9069,32.4520,19.89,32.15,0.66,2.787,G0.2,nan,nan,0.945,nan,Gaia DR3
Gaia DR3 5602744464941357440,107.5051598,-33.8891900,19.737,2.755,4.872,2.2122,32.4707,19.64,nan,nan,2.451,M3.6,nan,nan,1.026,nan,None
Gaia DR3 5588903022297104256,114.8856012,-33.6510596,18.586,2.926,2.056,3.9279,32.4921,18.10,nan,nan,2.786,M3.9,nan,nan,1.075,nan,None
Gaia DR3 5605113538844183552,108.4955854,-31.2330390,13.991,1.313,0.604,3.0370,32.4938,19.86,26.62,5.84,2.831,K3.9,nan,nan,0.976,nan,Gaia DR3
Gaia DR3 5592748980825442432,110.5551068,-32.3426068,18.523,2.626,0.939,1.6122,32.4947,19.26,nan,nan,2.870,M3.3,nan,nan,1.112,nan,None
Gaia DR3 5603392867562277632,107.2469471,-33.1130866,16.145,2.465,4.959,2.5680,32.5071,19.82,nan,nan,2.459,M2.9,nan,nan,1.271,nan,None
Gaia DR3 5591591641766664704,111.4015356,-34.1961851,18.724,3.143,1.397,1.0561,32.5218,18.79,nan,nan,2.878,M4.5,nan,nan,1.081,nan,None
Gaia DR3 5588895050839523200,115.6501259,-33.2723543,18.218,2.864,1.680,4.6098,32.5278,17.97,nan,nan,2.568,M3.8,nan,nan,0.990,nan,None
Gaia DR3 5587254510771582592,115.5734505,-36.0803713,17.369,2.817,1.291,4.9229,32.6237,17.57,nan,nan,2.631,M3.7,nan,nan,1.018,nan,None
Gaia DR3 5602702683501048832,107.3326006,-34.2481230,16.492,2.691,4.300,2.3727,32.6512,19.62,nan,nan,2.453,M3.5,nan,nan,1.396,nan,None
Gaia DR3 5594963461669748992,115.7717329,-32.7639250,19.083,2.863,3.859,4.8198,32.6576,18.01,nan,nan,2.597,M3.8,nan,nan,1.017,nan,None
Gaia DR3 5594978446818289536,115.6792439,-32.6327386,16.961,2.368,4.917,4.7819,32.6738,18.05,nan,nan,2.705,M2.6,nan,nan,1.046,nan,None
Gaia DR3 5587077661199881600,114.4427130,-37.2332567,19.383,3.139,1.106,4.7985,32.6790,17.64,nan,nan,2.592,M4.5,nan,nan,1.058,nan,None
Gaia DR3 5590908020410296064,110.2794290,-34.0444617,15.467,1.758,2.890,0.1519,32.6827,19.06,nan,nan,2.885,K7.4,nan,nan,1.050,nan,None
Gaia DR3 5604584532008825600,106.2470153,-30.7935746,17.909,2.992,3.990,4.5569,32.6873,20.37,nan,nan,2.559,M4.1,nan,nan,1.023,nan,None
Gaia DR3 5590165265945976064,107.9378387,-36.6608519,16.276,1.860,3.644,3.2891,32.7030,19.08,nan,nan,2.823,M0.1,nan,nan,1.980,nan,None
Gaia DR3 5606306405880793472,108.2718031,-29.4949118,16.686,2.921,4.913,4.7125,32.7101,20.15,nan,nan,2.717,M3.9,nan,nan,2.798,nan,None
Gaia DR3 5605793685565384960,110.7700566,-29.3525253,18.214,3.065,1.427,4.5982,32.7518,19.63,nan,nan,2.563,M4.3,nan,nan,0.987,nan,None
Gaia DR3 5590845275226259072,110.8626327,-34.2785621,17.405,3.014,3.094,0.6749,32.7593,18.90,nan,nan,2.429,M4.1,nan,nan,0.987,nan,None
Gaia DR3 5589265586256699648,109.1136530,-37.4241672,18.423,3.053,3.459,3.6054,32.7744,18.71,nan,nan,2.809,M4.2,nan,nan,0.987,nan,None
Gaia DR3 5588684391280229120,116.0416439,-33.5840420,12.325,0.744,4.078,4.8926,32.7795,17.83,33.46,2.63,2.684,F9.4,nan,nan,0.890,nan,Gaia DR3
Gaia DR3 5605643464788838912,110.7088877,-29.7668596,17.667,3.026,1.917,4.1805,32.8094,19.59,nan,nan,2.773,M4.2,nan,nan,1.169,nan,None
Gaia DR3 5587247368247377536,115.3903874,-36.1800636,9.961,0.200,0.732,4.8320,32.8207,17.60,14.12,1.48,2.700,A5.4,nan,nan,0.936,nan,Gaia DR3
Gaia DR3 5588015755074481792,114.6723411,-35.7730808,13.270,--,0.886,4.1316,32.8345,17.82,39.56,8.75,2.777,nan,nan,nan,1.871,nan,Gaia DR3
Gaia DR3 5588495451383273088,114.8367125,-34.9858547,15.895,2.122,2.083,3.9916,32.8416,17.91,nan,nan,2.513,M1.2,nan,nan,0.958,nan,None
Gaia DR3 5588467138958131584,115.5925537,-34.8739770,11.259,0.773,3.934,4.5734,32.8458,17.75,16.30,2.33,2.558,F9.7,nan,nan,3.198,nan,Gaia DR3
Gaia DR3 5606102824433672320,108.9939904,-29.9045947,16.639,2.544,0.625,4.1399,32.8532,19.94,nan,nan,2.777,M3.1,nan,nan,1.059,nan,None
Gaia DR3 5606325509895981056,108.8385050,-29.3006403,16.240,1.984,4.758,4.7587,32.8653,20.06,nan,nan,2.714,M0.6,nan,nan,1.048,nan,None
Gaia DR3 5604195549707141248,106.9956507,-32.3008188,11.318,0.783,1.749,3.1143,32.8845,20.00,nan,nan,2.832,G0.0,nan,nan,1.184,nan,None
Gaia DR3 5602635544571594880,107.6853603,-34.4836544,15.585,2.326,0.522,2.1305,32.8993,19.51,nan,nan,2.863,M2.4,nan,nan,1.053,nan,None
Gaia DR3 5588015166657660160,114.6182986,-35.8210221,19.339,2.272,2.891,4.1130,32.9106,17.83,nan,nan,2.779,M2.1,nan,nan,1.242,nan,None
Gaia DR3 5598112673437183104,115.1990997,-31.5184270,8.336,-0.105,3.139,4.8650,32.9126,18.32,19.24,1.66,2.598,B7.5,nan,nan,1.049,nan,Gaia DR3
Gaia DR3 5590052664785965824,110.7778732,-34.7772790,17.474,3.111,1.895,0.9912,32.9166,18.83,nan,nan,2.882,M4.4,nan,nan,3.016,nan,None
Gaia DR3 5578454642470888832,106.5635255,-35.7528365,17.025,2.285,1.622,3.4803,32.9184,19.50,nan,nan,2.816,M2.2,nan,nan,1.033,nan,None
Gaia DR3 5585410732851359104,112.7150247,-38.4520039,18.371,3.051,1.657,4.9729,32.9221,17.80,nan,nan,2.658,M4.2,nan,nan,1.133,nan,None
Gaia DR3 5588617905187236608,115.7543754,-34.4463843,20.139,2.911,2.200,4.6483,32.9399,17.78,nan,nan,2.565,M3.9,nan,nan,1.021,nan,None
Gaia DR3 5587901199707049984,114.1412871,-36.3508381,13.530,1.140,0.726,4.0543,32.9442,17.85,16.17,2.44,2.784,K2.3,nan,nan,1.009,nan,Gaia DR3
Gaia DR3 5588395460245794176,113.8946578,-34.5764813,20.030,2.893,3.471,3.1470,32.9464,18.19,nan,nan,2.474,M3.9,nan,nan,1.001,nan,None
Gaia DR3 5602980864240218240,106.6695724,-33.5696380,16.769,2.433,4.584,2.9321,32.9542,19.86,nan,nan,2.467,M2.8,nan,nan,1.186,nan,None
Gaia DR3 5588005859470050944,114.3734320,-35.9912624,14.331,1.422,1.302,4.0177,32.9554,17.86,-13.94,5.67,2.787,K4.8,nan,nan,1.020,nan,Gaia DR3
Gaia DR3 5590748522503634944,109.1120182,-35.0034257,12.500,0.933,4.515,1.3893,32.9587,19.14,54.90,4.29,2.434,G8.6,nan,nan,0.977,nan,Gaia DR3
Gaia DR3 5566018581847863552,106.8875436,-37.4738289,14.461,1.343,3.242,4.4401,32.9626,19.13,19.92,6.40,2.544,K4.2,nan,nan,1.030,nan,Gaia DR3
Gaia DR3 5592997504819378688,111.9746060,-32.1370840,19.454,2.714,4.755,2.3398,32.9877,18.98,nan,nan,2.858,M3.5,nan,nan,1.062,nan,None
Gaia DR3 5579936470612547456,104.4103610,-33.1511243,17.538,2.886,3.681,4.8620,33.0044,20.34,nan,nan,2.595,M3.9,nan,nan,0.955,nan,None
Gaia DR3 5589747829485133312,111.4576398,-35.8494221,17.935,2.997,0.622,2.1974,33.0115,18.51,nan,nan,2.862,M4.1,nan,nan,0.969,nan,None
Gaia DR3 5606064169726335744,109.2857949,-29.7907077,17.128,2.881,2.789,4.1993,33.0159,19.90,nan,nan,2.525,M3.9,nan,nan,1.104,nan,None
Gaia DR3 5588448374242598144,115.8581266,-35.0883679,20.126,2.596,0.824,4.8292,33.0241,17.66,nan,nan,2.706,M3.3,nan,nan,1.021,nan,None
Gaia DR3 5593214177333289472,111.6993428,-31.6510985,17.556,2.894,1.085,2.6096,33.0247,19.11,nan,nan,2.457,M3.9,nan,nan,1.002,nan,None
Gaia DR3 5587096838232709376,114.3795058,-36.9469745,16.821,2.605,1.328,4.5718,33.0313,17.70,nan,nan,2.741,M3.3,nan,nan,1.061,nan,None
Gaia DR3 5592878684548546176,111.0122137,-31.8880312,18.492,2.941,1.243,2.1535,33.0563,19.23,nan,nan,2.446,M4.0,nan,nan,1.020,nan,None
Gaia DR3 5586345287672936192,113.6673483,-37.0509075,15.264,1.793,1.196,4.2296,33.0746,17.84,20.72,11.07,2.773,K7.6,nan,nan,1.049,nan,Gaia DR3
Gaia DR3 5589407491977218944,109.5565057,-36.9255593,17.611,2.860,4.469,3.0446,33.0882,18.72,nan,nan,2.469,M3.8,nan,nan,1.025,nan,None
Gaia DR3 5606353650522491520,107.8763153,-29.4678453,9.426,0.017,0.267,4.8629,33.1249,20.24,20.89,1.88,2.703,A1.1,nan,nan,1.088,nan,Gaia DR3
Gaia DR3 5566268647724529920,105.8829929,-36.9290428,18.952,3.378,3.327,4.6084,33.1307,19.41,nan,nan,2.739,M5.0,nan,nan,1.020,nan,None
Gaia DR3 5606567471175946112,110.3612709,-29.0287424,19.300,3.147,4.632,4.8963,33.1651,19.77,nan,nan,2.698,M4.5,nan,nan,1.067,nan,None
Gaia DR3 5603040371006812160,106.8922801,-32.8594582,17.858,2.874,4.226,2.9360,33.1890,19.93,nan,nan,2.465,M3.8,nan,nan,1.042,nan,None
Gaia DR3 5603256012727944320,108.7497246,-32.9349561,17.970,2.623,2.794,1.5429,33.1972,19.55,nan,nan,2.877,M3.3,nan,nan,0.973,nan,None
Gaia DR3 5589164882158057728,110.6331754,-37.1202449,19.232,3.363,4.463,3.2200,33.2102,18.47,nan,nan,2.474,M5.0,nan,nan,1.068,nan,None
Gaia DR3 5586550346585245824,111.9605480,-36.8151583,17.640,2.773,1.507,3.2401,33.2174,18.25,nan,nan,2.830,M3.6,nan,nan,0.974,nan,None
Gaia DR3 5604891845512122624,110.2466125,-31.7185659,18.505,3.222,1.609,2.2047,33.2457,19.42,nan,nan,2.446,M4.7,nan,nan,1.033,nan,None
Gaia DR3 5605341717568031232,111.5753932,-30.7013028,19.014,3.167,4.698,3.4328,33.2916,19.27,nan,nan,2.482,M4.5,nan,nan,1.033,nan,None
Gaia DR3 5599436584213459328,113.3845027,-30.0268061,19.126,3.468,1.525,4.7541,33.2992,18.95,nan,nan,2.571,M5.2,nan,nan,1.086,nan,None
Gaia DR3 5603084871169857280,108.8059652,-33.6754486,17.391,2.797,0.715,1.1604,33.3145,19.42,nan,nan,2.884,M3.7,nan,nan,0.964,nan,None
Gaia DR3 5579584631188599168,105.4597974,-34.2342289,14.875,1.670,2.879,3.9138,33.3412,19.97,-1.89,9.84,2.798,K5.8,nan,nan,0.933,nan,Gaia DR3
Gaia DR3 5592840510879037696,110.8355202,-32.2711925,19.437,3.399,1.217,1.7426,33.3491,19.21,nan,nan,2.437,M5.1,nan,nan,1.012,nan,None
Gaia DR3 5587207785827316992,115.6653082,-36.0959153,11.215,0.568,0.319,4.9969,33.3630,17.55,19.11,1.74,2.614,F4.6,nan,nan,1.173,nan,Gaia DR3
Gaia DR3 5578360183253691904,104.9114318,-36.5348787,18.115,2.566,3.608,5.0267,33.3946,19.65,nan,nan,2.670,M3.2,nan,nan,1.024,nan,None
Gaia DR3 5602946332703676544,107.4829839,-33.5892544,13.095,0.903,3.266,2.2590,33.4145,19.70,17.49,3.46,2.446,G8.1,nan,nan,1.102,nan,Gaia DR3
Gaia DR3 5594903714386265344,115.7859454,-33.0709482,19.434,2.741,3.535,4.7590,33.4236,17.97,nan,nan,2.569,M3.6,nan,nan,0.991,nan,None
Gaia DR3 5594908348651507072,116.1087955,-32.9613198,16.754,2.141,4.877,5.0468,33.4393,17.90,nan,nan,2.631,M1.3,nan,nan,1.083,nan,None
Gaia DR3 5579443172145709824,104.6756259,-35.0296534,18.627,3.072,4.960,4.6624,33.4559,19.97,nan,nan,2.739,M4.3,nan,nan,1.015,nan,None
Gaia DR3 5586121708853921024,111.0072513,-37.7897806,15.287,2.257,1.394,3.9264,33.4582,18.27,nan,nan,2.799,M2.0,nan,nan,1.257,nan,None
Gaia DR3 5588891786665377536,115.7094391,-33.2915683,19.941,2.693,2.716,4.6555,33.4599,17.95,nan,nan,2.740,M3.5,nan,nan,1.011,nan,None
Gaia DR3 5579506668942610816,104.1267244,-34.7352226,17.445,2.525,4.274,5.0559,33.4803,20.12,nan,nan,2.633,M3.1,nan,nan,1.056,nan,None
Gaia DR3 5598343085536115200,114.3825035,-31.2869873,19.352,2.718,3.845,4.4192,33.4812,18.55,nan,nan,2.535,M3.5,nan,nan,1.048,nan,None
Gaia DR3 5585777836588151168,112.3509068,-38.6685277,17.970,3.399,0.956,5.0607,33.4844,17.84,nan,nan,2.656,M5.1,nan,nan,1.053,nan,None
Gaia DR3 5605961979562082432,108.3411871,-30.5904162,19.487,2.720,3.927,3.6733,33.4860,19.98,nan,nan,2.490,M3.5,nan,nan,1.044,nan,None
Gaia DR3 5585832051961870592,111.4326868,-38.4848403,17.194,1.190,4.758,4.6747,33.5077,18.06,nan,nan,2.558,K2.8,nan,nan,6.916,nan,None
Gaia DR3 5590709764719184896,109.9169741,-35.0305650,17.442,2.579,4.307,1.1278,33.5154,18.97,nan,nan,2.886,M3.2,nan,nan,1.023,nan,None
Gaia DR3 5604926445765477248,110.7060699,-31.3674490,16.643,2.114,3.466,2.5944,33.5283,19.37,nan,nan,2.453,M1.1,nan,nan,1.004,nan,None
Gaia DR3 5591198944314852736,109.7442651,-33.1085306,19.026,--,4.800,0.8880,33.5283,19.32,nan,nan,2.426,nan,nan,nan,1.123,nan,None
Gaia DR3 5604195996387905024,106.9993783,-32.2928550,10.294,0.335,2.077,3.1159,33.5303,20.00,16.58,1.33,2.839,A9.9,nan,nan,1.042,nan,Gaia DR3
Gaia DR3 5585537176687523968,113.3748532,-38.0210881,19.111,3.121,3.275,4.8495,33.5318,17.74,nan,nan,2.717,M4.4,nan,nan,1.046,nan,None
Gaia DR3 5604713419688025344,106.6930977,-30.4363648,18.282,2.721,3.693,4.5615,33.5456,20.34,nan,nan,2.752,M3.5,nan,nan,0.976,nan,None
